recipe_node,recipe_id,recipe_name,recipe_type,recipe_type_id,time_spend_raw,handcraft,productive,non_productive,input_count,inputs_json,output_count,outputs_json,unlocking_technologies_json,product_scc
recipe:93,93,物流运输站,Assemble,4,1200,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":40,""source_edge_id"":2064},{""item_node"":""item:1106"",""item_id"":1106,""item_name"":""Titanium Ingot"",""quantity"":40,""source_edge_id"":2065},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":40,""source_edge_id"":2066},{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":20,""source_edge_id"":2067}]",1,"[{""item_node"":""item:2103"",""item_id"":2103,""item_name"":""物流运输站"",""quantity"":1,""source_edge_id"":2068}]","[{""tech_node"":""tech:1604"",""tech_id"":1604,""tech_name"":""Planetary Logistics System"",""source_edge_id"":366}]",scc:0350
recipe:94,94,物流运输机,Assemble,4,240,true,false,false,3,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":5,""source_edge_id"":2069},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":2,""source_edge_id"":2070},{""item_node"":""item:1405"",""item_id"":1405,""item_name"":""推进器2"",""quantity"":2,""source_edge_id"":2071}]",1,"[{""item_node"":""item:5001"",""item_id"":5001,""item_name"":""物流运输机"",""quantity"":1,""source_edge_id"":2072}]","[{""tech_node"":""tech:1604"",""tech_id"":1604,""tech_name"":""Planetary Logistics System"",""source_edge_id"":367}]",scc:0351
recipe:95,95,星际物流运输站,Assemble,4,1800,true,false,false,3,"[{""item_node"":""item:2103"",""item_id"":2103,""item_name"":""物流运输站"",""quantity"":1,""source_edge_id"":2073},{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":40,""source_edge_id"":2074},{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":20,""source_edge_id"":2075}]",1,"[{""item_node"":""item:2104"",""item_id"":2104,""item_name"":""星际物流运输站"",""quantity"":1,""source_edge_id"":2076}]","[{""tech_node"":""tech:1605"",""tech_id"":1605,""tech_name"":""Interstellar Logistics System"",""source_edge_id"":374}]",scc:0352
recipe:96,96,星际物流运输船,Assemble,4,360,true,false,false,3,"[{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":10,""source_edge_id"":2077},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":10,""source_edge_id"":2078},{""item_node"":""item:1406"",""item_id"":1406,""item_name"":""加力推进器"",""quantity"":2,""source_edge_id"":2079}]",1,"[{""item_node"":""item:5002"",""item_id"":5002,""item_name"":""星际物流运输船"",""quantity"":1,""source_edge_id"":2080}]","[{""tech_node"":""tech:1605"",""tech_id"":1605,""tech_name"":""Interstellar Logistics System"",""source_edge_id"":375}]",scc:0353
recipe:97,97,电动机,Assemble,4,120,true,false,false,3,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":2,""source_edge_id"":2081},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":1,""source_edge_id"":2082},{""item_node"":""item:1202"",""item_id"":1202,""item_name"":""磁线圈"",""quantity"":1,""source_edge_id"":2083}]",1,"[{""item_node"":""item:1203"",""item_id"":1203,""item_name"":""电动机"",""quantity"":1,""source_edge_id"":2084}]","[{""tech_node"":""tech:1701"",""tech_id"":1701,""tech_name"":""T电磁驱动"",""source_edge_id"":398}]",scc:0354
recipe:98,98,电磁涡轮,Assemble,4,120,true,false,false,2,"[{""item_node"":""item:1203"",""item_id"":1203,""item_name"":""电动机"",""quantity"":2,""source_edge_id"":2085},{""item_node"":""item:1202"",""item_id"":1202,""item_name"":""磁线圈"",""quantity"":2,""source_edge_id"":2086}]",1,"[{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":1,""source_edge_id"":2087}]","[{""tech_node"":""tech:1702"",""tech_id"":1702,""tech_name"":""T磁悬浮技术"",""source_edge_id"":402}]",scc:0100
recipe:99,99,粒子容器,Assemble,4,240,true,false,false,3,"[{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":2,""source_edge_id"":2088},{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":2,""source_edge_id"":2089},{""item_node"":""item:1123"",""item_id"":1123,""item_name"":""石墨烯"",""quantity"":2,""source_edge_id"":2090}]",1,"[{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":1,""source_edge_id"":2091}]","[{""tech_node"":""tech:1703"",""tech_id"":1703,""tech_name"":""T粒子磁力阱"",""source_edge_id"":406}]",scc:0100
recipe:100,100,粒子容器（高效）,Assemble,4,240,false,false,false,2,"[{""item_node"":""item:1016"",""item_id"":1016,""item_name"":""单极磁石"",""quantity"":10,""source_edge_id"":2092},{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":2,""source_edge_id"":2093}]",1,"[{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":1,""source_edge_id"":2094}]","[{""tech_node"":""tech:1703"",""tech_id"":1703,""tech_name"":""T粒子磁力阱"",""source_edge_id"":407}]",scc:0100
recipe:101,101,引力透镜,Assemble,4,360,true,false,false,2,"[{""item_node"":""item:1112"",""item_id"":1112,""item_name"":""金刚石"",""quantity"":4,""source_edge_id"":2095},{""item_node"":""item:1127"",""item_id"":1127,""item_name"":""奇异物质"",""quantity"":1,""source_edge_id"":2096}]",1,"[{""item_node"":""item:1209"",""item_id"":1209,""item_name"":""引力透镜"",""quantity"":1,""source_edge_id"":2097}]","[{""tech_node"":""tech:1704"",""tech_id"":1704,""tech_name"":""Gravitational Wave Refraction"",""source_edge_id"":413}]",scc:0100
recipe:102,102,引力矩阵,Research,15,1440,true,false,false,2,"[{""item_node"":""item:1209"",""item_id"":1209,""item_name"":""引力透镜"",""quantity"":1,""source_edge_id"":2098},{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":1,""source_edge_id"":2099}]",1,"[{""item_node"":""item:6005"",""item_id"":6005,""item_name"":""Gravity Matrix"",""quantity"":2,""source_edge_id"":2100}]","[{""tech_node"":""tech:1705"",""tech_id"":1705,""tech_name"":""Gravity Matrix"",""source_edge_id"":420}]",scc:0100
recipe:103,103,超级磁场环,Assemble,4,180,true,false,false,3,"[{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":2,""source_edge_id"":2101},{""item_node"":""item:1102"",""item_id"":1102,""item_name"":""磁铁"",""quantity"":3,""source_edge_id"":2102},{""item_node"":""item:1109"",""item_id"":1109,""item_name"":""高能石墨"",""quantity"":1,""source_edge_id"":2103}]",1,"[{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":1,""source_edge_id"":2104}]","[{""tech_node"":""tech:1711"",""tech_id"":1711,""tech_name"":""Super Magnetic Field Generator"",""source_edge_id"":425}]",scc:0229
recipe:104,104,奇异物质,Particle,5,480,false,false,false,3,"[{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":2,""source_edge_id"":2105},{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":2,""source_edge_id"":2106},{""item_node"":""item:1121"",""item_id"":1121,""item_name"":""重氢"",""quantity"":10,""source_edge_id"":2107}]",1,"[{""item_node"":""item:1127"",""item_id"":1127,""item_name"":""奇异物质"",""quantity"":1,""source_edge_id"":2108}]","[{""tech_node"":""tech:1143"",""tech_id"":1143,""tech_name"":""T奇异物质"",""source_edge_id"":123}]",scc:0100
recipe:106,106,增产剂 Mk.I,Assemble,4,30,true,false,false,1,"[{""item_node"":""item:1006"",""item_id"":1006,""item_name"":""煤矿"",""quantity"":1,""source_edge_id"":2109}]",1,"[{""item_node"":""item:1141"",""item_id"":1141,""item_name"":""增产剂 Mk.I"",""quantity"":1,""source_edge_id"":2110}]","[{""tech_node"":""tech:1151"",""tech_id"":1151,""tech_name"":""T增产剂 Mk.I"",""source_edge_id"":139}]",scc:0231
recipe:107,107,增产剂 Mk.II,Assemble,4,60,true,false,false,2,"[{""item_node"":""item:1141"",""item_id"":1141,""item_name"":""增产剂 Mk.I"",""quantity"":2,""source_edge_id"":2111},{""item_node"":""item:1112"",""item_id"":1112,""item_name"":""金刚石"",""quantity"":1,""source_edge_id"":2112}]",1,"[{""item_node"":""item:1142"",""item_id"":1142,""item_name"":""增产剂 Mk.II"",""quantity"":1,""source_edge_id"":2113}]","[{""tech_node"":""tech:1152"",""tech_id"":1152,""tech_name"":""T增产剂 Mk.II"",""source_edge_id"":145}]",scc:0232
recipe:108,108,增产剂 Mk.III,Assemble,4,120,true,false,false,2,"[{""item_node"":""item:1142"",""item_id"":1142,""item_name"":""增产剂 Mk.II"",""quantity"":2,""source_edge_id"":2114},{""item_node"":""item:1124"",""item_id"":1124,""item_name"":""碳纳米管"",""quantity"":1,""source_edge_id"":2115}]",1,"[{""item_node"":""item:1143"",""item_id"":1143,""item_name"":""增产剂 Mk.III"",""quantity"":1,""source_edge_id"":2116}]","[{""tech_node"":""tech:1153"",""tech_id"":1153,""tech_name"":""T增产剂 Mk.III"",""source_edge_id"":151}]",scc:0233
recipe:109,109,喷涂机,Assemble,4,180,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":4,""source_edge_id"":2117},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":2,""source_edge_id"":2118},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":2119},{""item_node"":""item:1302"",""item_id"":1302,""item_name"":""微晶元件"",""quantity"":2,""source_edge_id"":2120}]",1,"[{""item_node"":""item:2313"",""item_id"":2313,""item_name"":""喷涂机"",""quantity"":1,""source_edge_id"":2121}]","[{""tech_node"":""tech:1151"",""tech_id"":1151,""tech_name"":""T增产剂 Mk.I"",""source_edge_id"":140}]",scc:0234
recipe:110,110,分馏塔,Assemble,4,180,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":8,""source_edge_id"":2122},{""item_node"":""item:1108"",""item_id"":1108,""item_name"":""石材"",""quantity"":4,""source_edge_id"":2123},{""item_node"":""item:1110"",""item_id"":1110,""item_name"":""玻璃"",""quantity"":4,""source_edge_id"":2124},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":1,""source_edge_id"":2125}]",1,"[{""item_node"":""item:2314"",""item_id"":2314,""item_name"":""分馏塔"",""quantity"":1,""source_edge_id"":2126}]","[{""tech_node"":""tech:1134"",""tech_id"":1134,""tech_name"":""T重氢分馏"",""source_edge_id"":105}]",scc:0236
recipe:111,111,轨道采集器,Assemble,4,1800,true,false,false,4,"[{""item_node"":""item:2104"",""item_id"":2104,""item_name"":""星际物流运输站"",""quantity"":1,""source_edge_id"":2127},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":50,""source_edge_id"":2128},{""item_node"":""item:1406"",""item_id"":1406,""item_name"":""加力推进器"",""quantity"":20,""source_edge_id"":2129},{""item_node"":""item:2207"",""item_id"":2207,""item_name"":""蓄电器（满）"",""quantity"":20,""source_edge_id"":2130}]",1,"[{""item_node"":""item:2105"",""item_id"":2105,""item_name"":""轨道采集器"",""quantity"":1,""source_edge_id"":2131}]","[{""tech_node"":""tech:1606"",""tech_id"":1606,""tech_name"":""T气态行星开采"",""source_edge_id"":381}]",scc:0237
recipe:112,112,地基,Assemble,4,60,true,false,false,2,"[{""item_node"":""item:1108"",""item_id"":1108,""item_name"":""石材"",""quantity"":3,""source_edge_id"":2132},{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":1,""source_edge_id"":2133}]",1,"[{""item_node"":""item:1131"",""item_id"":1131,""item_name"":""地基"",""quantity"":1,""source_edge_id"":2134}]","[{""tech_node"":""tech:1415"",""tech_id"":1415,""tech_name"":""T移山填海工程"",""source_edge_id"":239}]",scc:0238
recipe:113,113,微型聚变发电站,Assemble,4,600,true,false,false,4,"[{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":12,""source_edge_id"":2135},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":10,""source_edge_id"":2136},{""item_node"":""item:1124"",""item_id"":1124,""item_name"":""碳纳米管"",""quantity"":8,""source_edge_id"":2137},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":4,""source_edge_id"":2138}]",1,"[{""item_node"":""item:2211"",""item_id"":2211,""item_name"":""微型聚变发电站"",""quantity"":1,""source_edge_id"":2139}]","[{""tech_node"":""tech:1416"",""tech_id"":1416,""tech_name"":""T微型核聚变发电"",""source_edge_id"":245}]",scc:0239
recipe:114,114,储液罐,Assemble,4,120,true,false,false,3,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":8,""source_edge_id"":2140},{""item_node"":""item:1108"",""item_id"":1108,""item_name"":""石材"",""quantity"":4,""source_edge_id"":2141},{""item_node"":""item:1110"",""item_id"":1110,""item_name"":""玻璃"",""quantity"":4,""source_edge_id"":2142}]",1,"[{""item_node"":""item:2106"",""item_id"":2106,""item_name"":""储液罐"",""quantity"":1,""source_edge_id"":2143}]","[{""tech_node"":""tech:1120"",""tech_id"":1120,""tech_name"":""T流体储存封装"",""source_edge_id"":54}]",scc:0240
recipe:115,115,重氢分馏,Fractionate,8,1,false,false,false,1,"[{""item_node"":""item:1120"",""item_id"":1120,""item_name"":""氢"",""quantity"":100,""source_edge_id"":2144}]",1,"[{""item_node"":""item:1121"",""item_id"":1121,""item_name"":""重氢"",""quantity"":1,""source_edge_id"":2145}]","[{""tech_node"":""tech:1134"",""tech_id"":1134,""tech_name"":""T重氢分馏"",""source_edge_id"":106}]",scc:0100
recipe:116,116,位面熔炉,Assemble,4,300,true,false,false,4,"[{""item_node"":""item:2302"",""item_id"":2302,""item_name"":""电弧熔炉"",""quantity"":1,""source_edge_id"":2146},{""item_node"":""item:1125"",""item_id"":1125,""item_name"":""框架材料"",""quantity"":5,""source_edge_id"":2147},{""item_node"":""item:1304"",""item_id"":1304,""item_name"":""位面过滤器"",""quantity"":4,""source_edge_id"":2148},{""item_node"":""item:1016"",""item_id"":1016,""item_name"":""单极磁石"",""quantity"":15,""source_edge_id"":2149}]",1,"[{""item_node"":""item:2315"",""item_id"":2315,""item_name"":""位面熔炉"",""quantity"":1,""source_edge_id"":2150}]","[{""tech_node"":""tech:1417"",""tech_id"":1417,""tech_name"":""T位面冶金"",""source_edge_id"":253}]",scc:0241
recipe:117,117,流速器,Assemble,4,120,true,false,false,4,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":3,""source_edge_id"":2151},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":2,""source_edge_id"":2152},{""item_node"":""item:1110"",""item_id"":1110,""item_name"":""玻璃"",""quantity"":1,""source_edge_id"":2153},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":2154}]",1,"[{""item_node"":""item:2030"",""item_id"":2030,""item_name"":""流速器"",""quantity"":1,""source_edge_id"":2155}]","[{""tech_node"":""tech:1602"",""tech_id"":1602,""tech_name"":""T改良物流系统"",""source_edge_id"":349}]",scc:0242
recipe:118,118,地热发电站,Assemble,4,360,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":15,""source_edge_id"":2156},{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":20,""source_edge_id"":2157},{""item_node"":""item:1404"",""item_id"":1404,""item_name"":""光子合并器"",""quantity"":4,""source_edge_id"":2158},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":1,""source_edge_id"":2159}]",1,"[{""item_node"":""item:2213"",""item_id"":2213,""item_name"":""地热发电站"",""quantity"":1,""source_edge_id"":2160}]","[{""tech_node"":""tech:1513"",""tech_id"":1513,""tech_name"":""T地热开采"",""source_edge_id"":315}]",scc:0243
recipe:119,119,大型采矿机,Assemble,4,1200,true,false,false,5,"[{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":20,""source_edge_id"":2161},{""item_node"":""item:1125"",""item_id"":1125,""item_name"":""框架材料"",""quantity"":10,""source_edge_id"":2162},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":10,""source_edge_id"":2163},{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":4,""source_edge_id"":2164},{""item_node"":""item:1014"",""item_id"":1014,""item_name"":""光栅石"",""quantity"":40,""source_edge_id"":2165}]",1,"[{""item_node"":""item:2316"",""item_id"":2316,""item_name"":""大型采矿机"",""quantity"":1,""source_edge_id"":2166}]","[{""tech_node"":""tech:1304"",""tech_id"":1304,""tech_name"":""T大型采矿机"",""source_edge_id"":186}]",scc:0244
recipe:120,120,自动集装机,Assemble,4,240,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":3,""source_edge_id"":2167},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":4,""source_edge_id"":2168},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":1,""source_edge_id"":2169},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":2,""source_edge_id"":2170}]",1,"[{""item_node"":""item:2040"",""item_id"":2040,""item_name"":""自动集装机"",""quantity"":1,""source_edge_id"":2171}]","[{""tech_node"":""tech:1607"",""tech_id"":1607,""tech_name"":""Integrated Logistics System"",""source_edge_id"":387}]",scc:0246
recipe:121,121,重整精炼,Refine,3,240,false,false,true,3,"[{""item_node"":""item:1114"",""item_id"":1114,""item_name"":""精炼油"",""quantity"":2,""source_edge_id"":2172},{""item_node"":""item:1120"",""item_id"":1120,""item_name"":""氢"",""quantity"":1,""source_edge_id"":2173},{""item_node"":""item:1006"",""item_id"":1006,""item_name"":""煤矿"",""quantity"":1,""source_edge_id"":2174}]",1,"[{""item_node"":""item:1114"",""item_id"":1114,""item_name"":""精炼油"",""quantity"":3,""source_edge_id"":2175}]","[{""tech_node"":""tech:1104"",""tech_id"":1104,""tech_name"":""T重整精炼"",""source_edge_id"":35}]",scc:0100
recipe:122,122,物流配送器,Assemble,4,480,true,false,false,3,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":8,""source_edge_id"":2176},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":4,""source_edge_id"":2177},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":4,""source_edge_id"":2178}]",1,"[{""item_node"":""item:2107"",""item_id"":2107,""item_name"":""物流配送器"",""quantity"":1,""source_edge_id"":2179}]","[{""tech_node"":""tech:1608"",""tech_id"":1608,""tech_name"":""T配送物流系统"",""source_edge_id"":393}]",scc:0247
recipe:123,123,配送运输机,Assemble,4,120,true,false,false,3,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":2,""source_edge_id"":2180},{""item_node"":""item:1407"",""item_id"":1407,""item_name"":""动力引擎"",""quantity"":1,""source_edge_id"":2181},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":1,""source_edge_id"":2182}]",1,"[{""item_node"":""item:5003"",""item_id"":5003,""item_name"":""配送运输机"",""quantity"":1,""source_edge_id"":2183}]","[{""tech_node"":""tech:1608"",""tech_id"":1608,""tech_name"":""T配送物流系统"",""source_edge_id"":394}]",scc:0248
recipe:124,124,化工厂 Mk.II,Assemble,4,600,true,false,false,4,"[{""item_node"":""item:2309"",""item_id"":2309,""item_name"":""化工厂"",""quantity"":1,""source_edge_id"":2184},{""item_node"":""item:1119"",""item_id"":1119,""item_name"":""钛化玻璃"",""quantity"":10,""source_edge_id"":2185},{""item_node"":""item:1127"",""item_id"":1127,""item_name"":""奇异物质"",""quantity"":3,""source_edge_id"":2186},{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":3,""source_edge_id"":2187}]",1,"[{""item_node"":""item:2317"",""item_id"":2317,""item_name"":""化工厂 Mk.II"",""quantity"":1,""source_edge_id"":2188}]","[{""tech_node"":""tech:1305"",""tech_id"":1305,""tech_name"":""T高级化工"",""source_edge_id"":193}]",scc:0249
recipe:125,125,高斯机枪塔,Assemble,4,240,true,false,false,4,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":8,""source_edge_id"":2189},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":8,""source_edge_id"":2190},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":2191},{""item_node"":""item:1202"",""item_id"":1202,""item_name"":""磁线圈"",""quantity"":4,""source_edge_id"":2192}]",1,"[{""item_node"":""item:3001"",""item_id"":3001,""item_name"":""高斯机枪塔"",""quantity"":1,""source_edge_id"":2193}]","[{""tech_node"":""tech:1801"",""tech_id"":1801,""tech_name"":""T武器系统"",""source_edge_id"":436}]",scc:0250
recipe:126,126,高频激光塔,Assemble,4,360,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":9,""source_edge_id"":2194},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":6,""source_edge_id"":2195},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":6,""source_edge_id"":2196},{""item_node"":""item:1404"",""item_id"":1404,""item_name"":""光子合并器"",""quantity"":9,""source_edge_id"":2197}]",1,"[{""item_node"":""item:3002"",""item_id"":3002,""item_name"":""高频激光塔"",""quantity"":1,""source_edge_id"":2198}]","[{""tech_node"":""tech:1809"",""tech_id"":1809,""tech_name"":""T行星防御系统"",""source_edge_id"":476}]",scc:0251
recipe:127,127,聚爆加农炮,Assemble,4,300,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":10,""source_edge_id"":2199},{""item_node"":""item:1203"",""item_id"":1203,""item_name"":""电动机"",""quantity"":8,""source_edge_id"":2200},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":10,""source_edge_id"":2201},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":2,""source_edge_id"":2202}]",1,"[{""item_node"":""item:3003"",""item_id"":3003,""item_name"":""聚爆加农炮"",""quantity"":1,""source_edge_id"":2203}]","[{""tech_node"":""tech:1807"",""tech_id"":1807,""tech_name"":""T聚爆加农炮"",""source_edge_id"":465}]",scc:0252
recipe:128,128,磁化电浆炮,Assemble,4,600,true,false,false,5,"[{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":20,""source_edge_id"":2204},{""item_node"":""item:1119"",""item_id"":1119,""item_name"":""钛化玻璃"",""quantity"":10,""source_edge_id"":2205},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":10,""source_edge_id"":2206},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":5,""source_edge_id"":2207},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":5,""source_edge_id"":2208}]",1,"[{""item_node"":""item:3004"",""item_id"":3004,""item_name"":""磁化电浆炮"",""quantity"":1,""source_edge_id"":2209}]","[{""tech_node"":""tech:1811"",""tech_id"":1811,""tech_name"":""T磁化电浆炮"",""source_edge_id"":490}]",scc:0253
recipe:129,129,导弹防御塔,Assemble,4,360,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":8,""source_edge_id"":2210},{""item_node"":""item:1203"",""item_id"":1203,""item_name"":""电动机"",""quantity"":6,""source_edge_id"":2211},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":12,""source_edge_id"":2212},{""item_node"":""item:1407"",""item_id"":1407,""item_name"":""动力引擎"",""quantity"":6,""source_edge_id"":2213}]",1,"[{""item_node"":""item:3005"",""item_id"":3005,""item_name"":""导弹防御塔"",""quantity"":1,""source_edge_id"":2214}]","[{""tech_node"":""tech:1806"",""tech_id"":1806,""tech_name"":""T导弹防御塔"",""source_edge_id"":459}]",scc:0254
recipe:130,130,干扰塔,Assemble,4,300,true,false,false,4,"[{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":12,""source_edge_id"":2215},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":9,""source_edge_id"":2216},{""item_node"":""item:1112"",""item_id"":1112,""item_name"":""金刚石"",""quantity"":6,""source_edge_id"":2217},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":3,""source_edge_id"":2218}]",1,"[{""item_node"":""item:3006"",""item_id"":3006,""item_name"":""干扰塔"",""quantity"":1,""source_edge_id"":2219}]","[{""tech_node"":""tech:1810"",""tech_id"":1810,""tech_name"":""T干扰塔"",""source_edge_id"":482}]",scc:0256
recipe:131,131,信标,Assemble,4,360,true,false,false,3,"[{""item_node"":""item:2202"",""item_id"":2202,""item_name"":""无线输电塔"",""quantity"":2,""source_edge_id"":2220},{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":12,""source_edge_id"":2221},{""item_node"":""item:1113"",""item_id"":1113,""item_name"":""晶格硅"",""quantity"":6,""source_edge_id"":2222}]",1,"[{""item_node"":""item:3007"",""item_id"":3007,""item_name"":""信标"",""quantity"":1,""source_edge_id"":2223}]","[{""tech_node"":""tech:1808"",""tech_id"":1808,""tech_name"":""T信号塔"",""source_edge_id"":471}]",scc:0257
recipe:132,132,护盾发生器,Assemble,4,600,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":20,""source_edge_id"":2224},{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":20,""source_edge_id"":2225},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":5,""source_edge_id"":2226},{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":5,""source_edge_id"":2227}]",1,"[{""item_node"":""item:3008"",""item_id"":3008,""item_name"":""护盾发生器"",""quantity"":1,""source_edge_id"":2228}]","[{""tech_node"":""tech:1809"",""tech_id"":1809,""tech_name"":""T行星防御系统"",""source_edge_id"":477}]",scc:0258
recipe:133,133,燃烧单元,Assemble,4,180,true,false,false,1,"[{""item_node"":""item:1006"",""item_id"":1006,""item_name"":""煤矿"",""quantity"":3,""source_edge_id"":2229}]",1,"[{""item_node"":""item:1128"",""item_id"":1128,""item_name"":""燃烧单元"",""quantity"":1,""source_edge_id"":2230}]","[{""tech_node"":""tech:1802"",""tech_id"":1802,""tech_name"":""T燃烧单元"",""source_edge_id"":441}]",scc:0259
